,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,KDA,Ranked,Level,Total_Gold,Class,God,Gold Per Minute,Damage Dealt,In Hand Damage Dealt,Damage Taken,Damage Mitigated,Team Healing,Self Healing,Structure Damage,Wards,Distance Traveled,Kills,Deaths,Assists
505,0,Conquest,19,-18,-64 ,Aegis,Beads,"
0.83 
",1,15,"9178
",Mage,Agni,483,395.94736842105266,58.526315789473685,393.6842105263158,121.73684210526316,0,81.3157894736842,0.0,0.2631578947368421,19260.21052631579,0.10526315789473684,0.15789473684210525,0.05263157894736842
506,1,Conquest,24,18,83 ,Aegis,Beads,"
4.13 
",1,20,"16184
",Hunter,Chernobog,674,1330.2916666666667,773.625,789.0,426.4166666666667,0,154.75,223.0,0.20833333333333334,19950.375,0.5,0.16666666666666666,0.375
507,0,Conquest,27,-19,-27 ,Beads,Blink,"
1.67 
",1,20,"15158
",Mage,Scylla,561,931.7777777777778,89.14814814814815,727.074074074074,271.3333333333333,0,252.62962962962962,0.0,0.2222222222222222,18517.037037037036,0.2962962962962963,0.2222222222222222,0.14814814814814814
508,0,Conquest,36,-18,-39 ,Aegis,Beads,"
1.67 
",1,20,"19223
",Hunter,Neith,534,753.5833333333334,247.36111111111111,578.0833333333334,240.08333333333334,0,181.25,46.361111111111114,0.25,16658.0,0.1388888888888889,0.16666666666666666,0.2777777777777778
509,1,Conquest,21,19,194 ,Beads,Blink,"
3.7 
",0,19,"13663
",Hunter,Cupid,651,1284.6190476190477,768.5238095238095,749.2380952380952,296.0,681,279.5238095238095,188.33333333333334,0.14285714285714285,17020.285714285714,0.7142857142857143,0.23809523809523808,0.3333333333333333
510,1,Conquest,25,12,70 ,Heavenly,Blink,"
3.33 
",0,18,"13986
",Assassin,Serqet,559,734.12,87.36,700.72,464.0,0,75.88,0.0,0.32,21732.36,0.24,0.12,0.32
511,1,Conquest,33,18,18 ,Aegis,Beads,"
2.6 
",1,20,"20298
",Hunter,Apollo,615,525.4242424242424,330.54545454545456,810.2121212121212,370.27272727272725,0,342.0,340.1212121212121,0.24242424242424243,19475.484848484848,0.3333333333333333,0.15151515151515152,0.12121212121212122
512,1,Conquest,24,19,304 ,Aegis,Beads,"
4.25 
",1,20,"14969
",Hunter,Jing Wei,624,1094.375,865.0,884.25,362.625,0,296.9583333333333,136.875,0.125,18650.291666666668,0.5,0.16666666666666666,0.4166666666666667
513,1,Conquest,21,15,30 ,Beads,Blink,"
14 
",0,20,"14999
",Assassin,Arachne,714,584.8571428571429,373.7142857142857,772.7142857142857,412.04761904761904,0,580.4285714285714,76.61904761904762,0.09523809523809523,22877.904761904763,0.47619047619047616,0.0,0.38095238095238093
514,0,Conquest,26,-19,-42 ,Aegis,Beads,"
1.8 
",1,20,"13406
",Mage,Isis,516,819.1923076923077,96.61538461538461,699.2692307692307,252.80769230769232,1837,203.1153846153846,0.0,0.19230769230769232,18596.346153846152,0.2692307692307692,0.19230769230769232,0.15384615384615385
515,1,Conquest,30,18,35 ,Beads,Blink,"
1.8 
",1,20,"18263
",Assassin,Arachne,609,421.93333333333334,241.96666666666667,662.3333333333334,441.8666666666667,0,314.2,36.06666666666667,0.16666666666666666,21874.266666666666,0.23333333333333334,0.16666666666666666,0.13333333333333333
516,0,Conquest,27,-17,-33 ,Beads,Blink,"
1.71 
",1,20,"14709
",Hunter,Anhur,545,934.2222222222222,402.51851851851853,716.2592592592592,263.81481481481484,0,166.40740740740742,0.0,0.3333333333333333,16846.444444444445,0.4074074074074074,0.25925925925925924,0.07407407407407407
517,1,Conquest,19,12,49 ,Heavenly,Blink,"
4.5 
",0,16,"11037
",Guardian,Sobek,581,540.7368421052631,61.421052631578945,683.578947368421,641.1578947368421,0,229.8421052631579,6.2105263157894735,0.21052631578947367,21811.894736842107,0.15789473684210525,0.10526315789473684,0.631578947368421
518,0,Conquest,26,-16,-21 ,Aegis,Beads,"
0.45 
",0,19,"12367
",Mage,Ah Puch,476,971.8846153846154,30.923076923076923,722.0384615384615,250.34615384615384,0,69.11538461538461,2.6538461538461537,0.15384615384615385,17250.384615384617,0.07692307692307693,0.38461538461538464,0.19230769230769232
519,0,Conquest,35,-19,-87 ,Beads,Blink,"
4.25 
",1,20,"21410
",Assassin,Arachne,612,689.2571428571429,413.74285714285713,1147.8857142857144,561.2285714285714,0,641.4571428571429,105.77142857142857,0.22857142857142856,23170.22857142857,0.3142857142857143,0.11428571428571428,0.34285714285714286
520,0,Conquest,30,-17,-54 ,Aegis,Beads,"
4 
",1,20,"18488
",Mage,Nu Wa,616,1326.4333333333334,201.66666666666666,396.1333333333333,147.5,0,72.23333333333333,61.266666666666666,0.4,18211.2,0.23333333333333334,0.1,0.3333333333333333
521,1,Conquest,36,18,92 ,Aegis,Beads,"
7.83 
",1,20,"22923
",Mage,Hera,637,1349.7777777777778,326.25,416.80555555555554,182.13888888888889,0,32.55555555555556,69.80555555555556,0.3055555555555556,20165.055555555555,0.4166666666666667,0.08333333333333333,0.4722222222222222
522,1,Conquest,60,18,157 ,Thorns,Blink,"
3.15 
",0,20,"34117
",Guardian,Kuzenbo,569,917.55,170.03333333333333,967.8666666666667,458.8666666666667,0,83.81666666666666,27.15,0.23333333333333334,21429.816666666666,0.3333333333333333,0.16666666666666666,0.38333333333333336
523,0,Conquest,29,-15,-14 ,Thorns,Sunder,"
3.83 
",0,20,"15093
",Guardian,Bacchus,520,765.1724137931035,69.27586206896552,756.9310344827586,817.2068965517242,0,74.44827586206897,2.6206896551724137,0.1724137931034483,20226.44827586207,0.1724137931034483,0.10344827586206896,0.4482758620689655
524,1,Conquest,22,23,37 ,Heavenly,Blink,"
4.75 
",0,19,"13049
",Mage,Kukulkan,593,689.0454545454545,100.31818181818181,440.6363636363636,424.6363636363636,0,170.4090909090909,48.40909090909091,0.2727272727272727,20231.31818181818,0.18181818181818182,0.09090909090909091,0.5
525,1,Conquest,30,20,12 ,Beads,Blink,"
21 
",1,20,"21138
",Mage,Scylla,705,964.1333333333333,154.93333333333334,489.9,183.26666666666668,0,242.13333333333333,162.26666666666668,0.26666666666666666,19600.533333333333,0.5333333333333333,0.03333333333333333,0.3333333333333333
526,1,Conquest,25,19,32 ,Aegis,Beads,"
13.5 
",1,20,"16498
",Mage,Kukulkan,660,1060.16,112.4,435.44,217.68,0,110.72,105.12,0.2,20302.64,0.32,0.04,0.44
527,1,Conquest,29,19,207 ,Aegis,Beads,"
5.83 
",1,20,"17769
",Hunter,Chernobog,613,1250.2068965517242,778.7931034482758,944.7241379310345,479.2068965517241,0,424.0689655172414,207.44827586206895,0.2413793103448276,19677.344827586207,0.3793103448275862,0.10344827586206896,0.4482758620689655
528,1,Conquest,21,20,23 ,Aegis,Beads,"
14.5 
",1,20,"14625
",Mage,Isis,696,1081.6190476190477,145.1904761904762,440.2857142857143,180.42857142857142,1953,242.95238095238096,86.04761904761905,0.2857142857142857,20303.619047619046,0.6190476190476191,0.0,0.14285714285714285
529,0,Conquest,5,-21,-162 ,Unchosen,Beads,"
0 
",1,7,"4082
",Mage,Freya,816,32.0,11.6,561.0,162.4,0,382.8,0.0,0.4,20682.4,0.0,0.0,0.0
530,1,Conquest,14,14,174 ,Thorns,Teleport,"
4 
",0,15,"8890
",Warrior,Bellona,635,662.6428571428571,263.0,654.2142857142857,714.2857142857143,0,501.57142857142856,77.0,0.0,20392.785714285714,0.21428571428571427,0.0,0.14285714285714285
531,0,Conquest,15,-14,-41 ,Beads,Blink,"
1.2 
",1,13,"8176
",Hunter,Anhur,545,451.0,206.86666666666667,607.3333333333334,181.66666666666666,0,90.6,42.6,0.2,17525.933333333334,0.3333333333333333,0.3333333333333333,0.13333333333333333
532,0,Conquest,26,-19,-92 ,Aegis,Beads,"
0.4 
",1,19,"12182
",Hunter,Medusa,469,581.2307692307693,242.03846153846155,680.5384615384615,348.53846153846155,0,28.115384615384617,74.76923076923077,0.11538461538461539,19388.423076923078,0.038461538461538464,0.19230769230769232,0.07692307692307693
533,1,Conquest,24,18,33 ,Beads,Blink,"
7 
",1,20,"14855
",Mage,He Bo,619,817.9583333333334,55.583333333333336,570.125,164.54166666666666,0,255.0,83.95833333333333,0.25,17674.125,0.375,0.08333333333333333,0.4166666666666667
534,1,Conquest,11,23,51 ,Unchosen,Heavenly,"
0.17 
",1,8,"5083
",Guardian,Sylvanus,462,160.0909090909091,49.36363636363637,654.0909090909091,167.1818181818182,1183,263.72727272727275,0.0,0.18181818181818182,19459.636363636364,0.0,0.2727272727272727,0.09090909090909091
535,1,Conquest,24,21,48 ,Beads,Blink,"
4.33 
",1,20,"15768
",Mage,Anubis,657,646.0,44.375,712.75,337.8333333333333,0,474.7916666666667,116.5,0.25,18185.375,0.375,0.125,0.3333333333333333
536,1,Conquest,25,21,75 ,Heavenly,Blink,"
6 
",1,19,"14821
",Warrior,Odin,593,314.4,79.24,681.64,573.72,0,190.44,18.96,0.2,23648.0,0.12,0.08,0.72
537,1,Conquest,12,21,32 ,Unchosen,Beads,"
3 
",1,12,"6939
",Hunter,Medusa,578,580.0833333333334,311.5,379.5833333333333,96.58333333333333,0,60.416666666666664,98.66666666666667,0.25,20077.5,0.08333333333333333,0.08333333333333333,0.3333333333333333
538,0,Conquest,18,-21,-30 ,Aegis,Beads,"
1.3 
",1,15,"9749
",Mage,The Morrigan,542,616.1111111111111,61.77777777777778,469.3888888888889,141.27777777777777,0,7.5,21.444444444444443,0.2777777777777778,17721.555555555555,0.3333333333333333,0.2777777777777778,0.05555555555555555
539,1,Conquest,23,22,43 ,Aegis,Beads,"
1.33 
 ",1,20,"13611
",Mage,Zeus,592,924.7391304347826,103.04347826086956,596.1304347826087,236.08695652173913,0,174.04347826086956,70.3913043478261,0.08695652173913043,17051.739130434784,0.21739130434782608,0.2608695652173913,0.2608695652173913
540,0,Conquest,35,-22,-29 ,Beads,Blink,"
4.67 
",1,20,"20904
",Mage,Scylla,597,1125.2,133.85714285714286,545.1714285714286,206.37142857142857,0,221.25714285714287,38.114285714285714,0.3142857142857143,19065.885714285716,0.2571428571428571,0.08571428571428572,0.2857142857142857
541,1,Conquest,24,22,125 ,Aegis,Beads,"
1.29 
",1,19,"13933
",Mage,Chang'e,581,772.4583333333334,67.66666666666667,681.375,257.0,7185,270.4583333333333,81.45833333333333,0.16666666666666666,18581.583333333332,0.16666666666666666,0.2916666666666667,0.4166666666666667
542,1,Conquest,34,23,60 ,Beads,Blink,"
2.6 
",1,20,"19766
",Mage,Hades,581,932.9117647058823,94.88235294117646,802.3823529411765,779.0294117647059,2444,463.11764705882354,27.352941176470587,0.2647058823529412,18412.117647058825,0.11764705882352941,0.14705882352941177,0.5294117647058824
543,1,Conquest,25,23,73 ,Aegis,Beads,"
14.5 
",1,20,"14078
",Mage,Hel,563,938.76,78.8,665.8,501.16,17589,431.12,20.12,0.28,19862.92,0.36,0.04,0.44
544,1,Conquest,27,22,50 ,Aegis,Beads,"
7 
",1,20,"18267
",Mage,Raijin,677,1263.6296296296296,150.92592592592592,670.0,293.22222222222223,0,328.7037037037037,45.03703703703704,0.25925925925925924,18387.296296296296,0.6296296296296297,0.1111111111111111,0.2962962962962963
545,1,Conquest,22,23,17 ,Aegis,Beads,"
1.5 
",1,16,"11485
",Hunter,Rama,522,743.4090909090909,617.0,764.7272727272727,254.1818181818182,0,244.27272727272728,76.54545454545455,0.22727272727272727,16200.727272727272,0.22727272727272727,0.22727272727272727,0.22727272727272727
546,0,Conquest,11,-22,-36 ,Unchosen,Heavenly,"
0.75 
",1,8,"5382
",Guardian,Fafnir,489,252.54545454545453,27.90909090909091,591.6363636363636,281.27272727272725,0,195.63636363636363,6.181818181818182,0.18181818181818182,20146.363636363636,0.0,0.18181818181818182,0.2727272727272727
547,0,Conquest,28,-20,-26 ,Aegis,Beads,"
0.61 
",0,20,"13041
",Mage,Vulcan,466,853.3214285714286,164.75,690.3214285714286,205.32142857142858,0,17.0,20.178571428571427,0.14285714285714285,18494.321428571428,0.07142857142857142,0.32142857142857145,0.25
548,0,Conquest,28,-24,-41 ,Aegis,Beads,"
1.64 
",1,20,"15290
",Mage,Kukulkan,546,1120.892857142857,74.57142857142857,531.0714285714286,239.89285714285714,0,8.928571428571429,26.25,0.25,16176.285714285714,0.32142857142857145,0.25,0.17857142857142858
549,1,Conquest,21,24,49 ,Aegis,Beads,"
6.5 
",1,17,"11591
",Mage,Discordia,552,749.4285714285714,50.57142857142857,370.95238095238096,127.85714285714286,0,11.904761904761905,54.0,0.19047619047619047,20181.47619047619,0.047619047619047616,0.047619047619047616,0.5238095238095238
550,0,Conquest,27,-23,-46 ,Beads,Blink,"
2.25 
",1,20,"13693
",Hunter,Anhur,507,683.1481481481482,251.14814814814815,598.9629629629629,291.8888888888889,0,35.111111111111114,17.74074074074074,0.2222222222222222,16191.777777777777,0.2962962962962963,0.2222222222222222,0.4074074074074074
551,0,Conquest,27,-21,-54 ,Ankh,Horrific,"
0.9 
",0,20,"13629
",Assassin,Loki,505,348.48148148148147,136.8148148148148,694.1851851851852,224.55555555555554,0,117.14814814814815,69.88888888888889,0.4074074074074074,21794.555555555555,0.037037037037037035,0.18518518518518517,0.25925925925925924
552,0,Conquest,32,-25,-41 ,Aegis,Beads,"
2.2 
",1,20,"18455
",Mage,The Morrigan,577,557.90625,69.53125,445.6875,136.59375,0,64.125,39.75,0.28125,19636.46875,0.25,0.15625,0.1875
553,1,Conquest,25,25,30 ,Aegis,Beads,"
2.67 
",1,19,"13895
",Mage,Isis,556,890.64,115.56,656.44,247.76,3470,243.64,101.68,0.24,19822.16,0.16,0.12,0.32
554,0,Conquest,32,-26,-26 ,Beads,Blink,"
0.89 
",1,20,"15346
",Guardian,Ymir,480,562.28125,82.21875,900.59375,413.8125,0,82.0625,0.0,0.28125,18455.21875,0.125,0.28125,0.25
555,1,Conquest,25,25,39 ,Aegis,Beads,"
17 
",1,20,"16694
",Assassin,Fenrir,668,854.12,353.56,706.8,376.88,0,380.16,77.28,0.32,22563.08,0.48,0.04,0.4
556,1,Conquest,25,30,58 ,Aegis,Blink,"
9.75 
",1,20,"17685
",Mage,Zhong Kui,707,970.16,125.52,804.96,466.0,0,388.12,155.72,0.2,18358.52,0.56,0.08,0.44
557,0,Conquest,35,-26,-97 ,Beads,Blink,"
1.82 
",1,20,"20446
",Assassin,Pele,584,862.1142857142858,225.82857142857142,1096.4857142857143,559.3428571428572,0,283.9428571428571,130.42857142857142,0.2857142857142857,18309.057142857142,0.42857142857142855,0.3142857142857143,0.2857142857142857
558,0,Conquest,31,-28,-45 ,Aegis,Beads,"
4 
",1,20,"17369
",Mage,Vulcan,560,1595.741935483871,376.7741935483871,569.6129032258065,282.61290322580646,0,40.03225806451613,0.0,0.25806451612903225,20463.774193548386,0.45161290322580644,0.16129032258064516,0.3870967741935484
559,1,Conquest,32,29,22 ,Beads,Blink,"
9.25 
",1,20,"17732
",Mage,Nox,554,903.5,58.75,630.34375,335.59375,0,116.71875,70.34375,0.28125,20277.1875,0.375,0.0625,0.40625
560,1,Conquest,22,42,131 ,Aegis,Beads,"
4 
",1,20,"12966
",Mage,Nu Wa,589,1113.2272727272727,142.5909090909091,486.1363636363636,156.54545454545453,0,99.18181818181819,24.545454545454547,0.13636363636363635,18691.5,0.13636363636363635,0.09090909090909091,0.45454545454545453
561,0,Conquest,34,-28,-68 ,Aegis,Blink,"
1.75 
",1,20,"18737
",Mage,He Bo,551,1092.0,47.529411764705884,680.8235294117648,418.0,0,213.11764705882354,0.0,0.08823529411764706,17269.735294117647,0.23529411764705882,0.23529411764705882,0.35294117647058826
562,1,Conquest,10,30,40 ,Unchosen,Blink,"
4 
",1,11,"6747
",Mage,Merlin,675,331.3,42.9,357.2,92.5,0,221.0,49.7,0.0,17987.3,0.2,0.0,0.4
563,1,Conquest,12,25,24 ,Unchosen,Beads,"
2.5 
",1,12,"6939
",Hunter,Apollo,578,461.4166666666667,350.0,388.25,138.91666666666666,0,64.33333333333333,295.25,0.16666666666666666,20377.666666666668,0.08333333333333333,0.08333333333333333,0.25
564,0,Conquest,36,-30,-41 ,Beads,Blink,"
1.64 
",1,20,"18153
",Mage,Zhong Kui,504,888.75,82.41666666666667,831.3888888888889,503.8611111111111,0,322.0833333333333,75.44444444444444,0.16666666666666666,16643.166666666668,0.1388888888888889,0.19444444444444445,0.3611111111111111
565,0,Conquest,21,-30,-113 ,Aegis,Blink,"
1 
",1,17,"10966
",Mage,Chang'e,522,683.2380952380952,61.0,711.3333333333334,219.9047619047619,2271,257.0,13.095238095238095,0.09523809523809523,18117.666666666668,0.14285714285714285,0.23809523809523808,0.19047619047619047
566,0,Conquest,25,-34,-107 ,Aegis,Beads,"
1 
",1,20,"13073
",Hunter,Hachiman,523,616.28,365.4,686.24,193.44,0,190.0,86.48,0.24,18055.68,0.08,0.16,0.16
567,1,Conquest,14,26,22 ,Unchosen,Beads,"
5.5 
",1,15,"9680
",Hunter,Chiron,691,626.8571428571429,304.42857142857144,610.3571428571429,199.21428571428572,198,250.07142857142858,30.785714285714285,0.14285714285714285,19182.14285714286,0.5714285714285714,0.14285714285714285,0.42857142857142855
568,1,Conquest,22,25,173 ,Beads,Blink,"
12 
",0,20,"13131
",Guardian,Kumbhakarna,597,778.0909090909091,60.18181818181818,850.9545454545455,368.04545454545456,0,246.3181818181818,3.227272727272727,0.3181818181818182,22939.090909090908,0.2727272727272727,0.0,0.5454545454545454
569,0,Conquest,17,-32,-42 ,Beads,Blink,"
1.67 
",1,14,"8823
",Assassin,Nemesis,519,449.52941176470586,185.41176470588235,636.9411764705883,261.0,0,212.05882352941177,0.0,0.17647058823529413,22859.470588235294,0.17647058823529413,0.17647058823529413,0.23529411764705882
570,1,Conquest,34,32,38 ,Aegis,Beads,"
2.58 
",1,20,"21639
",Hunter,Rama,636,1074.764705882353,788.2352941176471,859.4705882352941,363.02941176470586,0,407.52941176470586,309.2647058823529,0.29411764705882354,16650.41176470588,0.35294117647058826,0.17647058823529413,0.20588235294117646
571,1,Conquest,29,33,301 ,Shell,Heavenly,"
6.75 
",1,20,"16879
",Guardian,Terra,582,485.3448275862069,106.55172413793103,809.1724137931035,1043.2068965517242,5698,302.6551724137931,16.517241379310345,0.3103448275862069,21743.758620689656,0.10344827586206896,0.06896551724137931,0.7241379310344828
572,1,Conquest,25,34,54 ,Aegis,Beads,"
5.67 
",1,20,"15564
",Assassin,Thor,623,1165.72,287.68,881.8,417.52,0,291.32,49.32,0.16,20776.72,0.48,0.12,0.4
573,0,Conquest,34,-35,-100 ,Beads,Blink,"
0.63 
",1,20,"17325
",Assassin,Set,510,563.8235294117648,253.8235294117647,1004.0294117647059,399.44117647058823,0,146.11764705882354,118.94117647058823,0.029411764705882353,15353.64705882353,0.20588235294117646,0.4411764705882353,0.14705882352941177
574,0,Conquest,46,-36,-56 ,Heavenly,Blink,"
2.43 
",1,20,"20442
",Guardian,Ymir,444,341.2391304347826,26.76086956521739,1046.195652173913,1276.5434782608695,0,50.630434782608695,4.739130434782608,0.30434782608695654,20639.91304347826,0.06521739130434782,0.15217391304347827,0.6086956521739131
575,0,Conquest,31,-40,-29 ,Beads,Blink,"
1.17 
",1,20,"16141
",Mage,Scylla,521,854.0322580645161,55.29032258064516,709.5806451612904,251.3548387096774,0,243.61290322580646,10.806451612903226,0.25806451612903225,18077.032258064515,0.12903225806451613,0.1935483870967742,0.1935483870967742
576,1,Conquest,29,38,223 ,Aegis,Beads,"
2.21 
",1,20,"17951
",Hunter,Ah Muzen Cab,619,980.0344827586207,311.48275862068965,811.448275862069,328.2413793103448,0,190.51724137931035,166.82758620689654,0.2413793103448276,18323.241379310344,0.41379310344827586,0.2413793103448276,0.2413793103448276
577,1,Conquest,31,37,27 ,Aegis,Beads,"
5.5 
",1,20,"19117
",Mage,Merlin,617,1005.483870967742,42.12903225806452,453.7096774193548,217.16129032258064,0,197.58064516129033,22.35483870967742,0.1935483870967742,18932.354838709678,0.22580645161290322,0.06451612903225806,0.25806451612903225
578,0,Conquest,35,53,-45 ,Aegis,Beads,"
1.67 
",1,20,"15986
",Mage,Aphrodite,457,742.8571428571429,94.4,773.4571428571429,414.9428571428571,15643,522.9714285714285,0.0,0.2,19526.0,0.02857142857142857,0.08571428571428572,0.22857142857142856
579,0,Conquest,27,-24,-89 ,Sunder,Blink,"
1 
",0,20,"13394
",Guardian,Geb,496,554.8518518518518,83.48148148148148,836.2222222222222,346.74074074074076,0,166.44444444444446,0.0,0.2222222222222222,20614.37037037037,0.1111111111111111,0.18518518518518517,0.14814814814814814
580,1,Conquest,25,20,196 ,Sunder,Blink,"
10.25 
",0,20,"16813
",Guardian,Jormungandr,673,897.8,213.24,817.04,359.08,0,326.64,80.16,0.16,19957.44,0.6,0.08,0.44
581,0,Conquest,21,-54,-55 ,Aegis,Beads,"
2 
",1,14,"8837
",Mage,Merlin,421,242.28571428571428,14.523809523809524,126.23809523809524,40.904761904761905,0,50.04761904761905,0.0,0.14285714285714285,13008.095238095239,0.09523809523809523,0.047619047619047616,0.0
582,0,Conquest,17,-58,-85 ,Aegis,Beads,"
0.13 
",1,13,"7858
",Hunter,Cernunnos,462,503.88235294117646,245.11764705882354,750.5294117647059,205.35294117647058,0,79.3529411764706,10.117647058823529,0.11764705882352941,19191.58823529412,0.0,0.23529411764705882,0.058823529411764705
583,1,Conquest,23,-10,160 ,Thorns,Teleport,"
4.5 
",1,20,"13730
",Warrior,Cu Chulainn,597,587.4782608695652,147.43478260869566,744.9565217391304,730.8260869565217,0,279.0869565217391,75.91304347826087,0.08695652173913043,20596.260869565216,0.043478260869565216,0.0,0.30434782608695654
584,1,Conquest,10,17,80 ,Unchosen,Blink,"
4.5 
",0,10,"6441
",Guardian,Cerberus,644,344.9,45.1,529.3,193.3,0,230.3,0.0,0.3,21814.1,0.1,0.0,0.7
585,1,Conquest,11,24,41 ,Unchosen,Heavenly,"
2.75 
",0,9,"5844
",Mage,Ra,531,362.45454545454544,75.18181818181819,542.1818181818181,307.8181818181818,762,187.45454545454547,5.636363636363637,0.18181818181818182,19396.18181818182,0.2727272727272727,0.18181818181818182,0.45454545454545453
586,0,Arena,10,-94,-118 ,Ankh,Blink,"
0.5 
",0,15,"9559
",Warrior,King Arthur,956,1004.0,75.9,1800.4,1083.0,0,198.4,0.0,0.0,21193.6,0.1,0.8,0.6
587,1,Conquest,20,33,90 ,Beads,Blink,"
19.5 
",0,19,"14064
",Assassin,Thanatos,703,1185.95,506.05,635.1,249.0,0,844.05,86.45,0.1,24771.85,0.85,0.05,0.25
588,1,Conquest,29,17,41 ,Beads,Blink,"
3.5 
",1,20,"17994
",Mage,Hades,620,720.448275862069,152.0344827586207,795.8275862068965,604.0689655172414,2617,408.7241379310345,61.06896551724138,0.27586206896551724,19483.03448275862,0.20689655172413793,0.13793103448275862,0.5517241379310345
589,1,Conquest,25,17,37 ,Beads,Blink,"
4.75 
",1,20,"15614
",Guardian,Ymir,625,603.68,83.56,730.6,534.44,0,202.52,18.48,0.24,23081.12,0.24,0.08,0.28
590,1,Conquest,30,16,12 ,Beads,Blink,"
1.5 
",1,20,"17174
",Mage,Scylla,572,964.2666666666667,145.2,549.1333333333333,150.86666666666667,0,206.86666666666667,20.333333333333332,0.23333333333333334,18919.5,0.2,0.23333333333333334,0.3
591,1,Conquest,13,17,36 ,Unchosen,Beads,"
6.5 
",1,13,"7693
",Mage,Kukulkan,592,437.38461538461536,60.23076923076923,231.30769230769232,78.38461538461539,0,10.307692307692308,16.846153846153847,0.38461538461538464,20533.0,0.38461538461538464,0.07692307692307693,0.23076923076923078
592,0,Conquest,25,-15,-201 ,Heavenly,Blink,"
0.17 
",1,17,"11941
",Warrior,Tyr,478,497.52,47.96,1139.36,1263.44,0,368.88,0.0,0.24,22266.16,0.0,0.24,0.08
593,1,Conquest,23,17,43 ,Aegis,Beads,"
4.17 
",1,20,"14658
",Hunter,Chiron,637,727.9565217391304,379.5217391304348,707.1304347826087,221.6086956521739,997,297.04347826086956,111.65217391304348,0.30434782608695654,19509.652173913044,0.391304347826087,0.13043478260869565,0.30434782608695654
594,1,Conquest,23,17,43 ,Aegis,Beads,"
4.17 
",1,20,"14658
",Hunter,Chiron,611,832.2173913043479,474.7826086956522,768.2608695652174,290.04347826086956,1140,245.6086956521739,233.95652173913044,0.21739130434782608,19069.08695652174,0.391304347826087,0.13043478260869565,0.30434782608695654
595,1,Conquest,22,17,57 ,Aegis,Beads,"
4.17 
",1,20,"13442
",Hunter,Chiron,637,761.0454545454545,396.77272727272725,739.2727272727273,231.6818181818182,997,310.54545454545456,116.72727272727273,0.3181818181818182,20396.454545454544,0.4090909090909091,0.13636363636363635,0.3181818181818182
596,1,Conquest,22,17,57 ,Aegis,Beads,"
4.17 
",1,20,"13442
",Hunter,Chiron,611,870.0454545454545,496.3636363636364,803.1818181818181,303.22727272727275,1140,256.77272727272725,244.5909090909091,0.22727272727272727,19935.863636363636,0.4090909090909091,0.13636363636363635,0.3181818181818182
597,1,Conquest,32,17,85 ,Shell,Heavenly,"
4.83 
",1,20,"18413
",Guardian,Sobek,575,582.46875,49.625,935.03125,1247.90625,0,301.03125,6.8125,0.3125,21518.15625,0.125,0.09375,0.65625
598,1,Conquest,23,27,30 ,Aegis,Beads,"
7.75 
",1,20,"16207
",Hunter,Apollo,705,1464.3478260869565,1105.0869565217392,905.6521739130435,391.17391304347825,0,415.0,317.60869565217394,0.17391304347826086,20862.869565217392,0.5217391304347826,0.08695652173913043,0.30434782608695654
599,1,Conquest,5,19,46 ,Unchosen,Aegis,"
0 
",1,6,"3530
",Hunter,Apollo,706,301.4,225.8,467.6,138.4,0,233.4,0.0,0.0,18486.2,0.0,0.0,0.0
600,0,Conquest,30,-30,-38 ,Thorns,Blink,"
2.25 
",0,20,"14830
",Guardian,Kuzenbo,494,775.4666666666667,145.43333333333334,984.2333333333333,761.2,0,131.8,10.466666666666667,0.2,21878.866666666665,0.3,0.2,0.3
601,1,Conquest,25,13,32 ,Beads,Blink,"
5.38 
",1,20,"16144
",Assassin,Fenrir,646,1070.28,396.92,872.52,490.44,0,338.36,58.92,0.24,20534.88,0.64,0.16,0.44
602,0,Conquest,26,-16,-117 ,Aegis,Beads,"
0.69 
",1,20,"14438
",Mage,Hel,555,750.6923076923077,29.346153846153847,976.9230769230769,547.3846153846154,9445,501.1923076923077,66.15384615384616,0.19230769230769232,17345.26923076923,0.19230769230769232,0.3076923076923077,0.038461538461538464
603,0,Conquest,31,-16,-49 ,Beads,Blink,"
1.14 
",1,20,"15815
",Hunter,Ullr,510,657.3225806451613,330.51612903225805,739.3225806451613,263.1290322580645,0,55.38709677419355,153.41935483870967,0.2903225806451613,18471.41935483871,0.16129032258064516,0.22580645161290322,0.1935483870967742
604,1,Conquest,14,17,68 ,Unchosen,Heavenly,"
2.75 
",1,12,"7856
",Assassin,Thor,561,457.92857142857144,116.85714285714286,528.0,188.92857142857142,0,93.78571428571429,55.92857142857143,0.14285714285714285,21096.0,0.21428571428571427,0.14285714285714285,0.35714285714285715
605,1,Conquest,21,16,26 ,Beads,Blink,"
6 
",1,18,"12639
",Mage,Nox,602,607.952380952381,57.19047619047619,399.7142857142857,164.8095238095238,0,63.714285714285715,80.61904761904762,0.2857142857142857,20152.571428571428,0.23809523809523808,0.09523809523809523,0.6666666666666666
606,0,Conquest,28,-16,-107 ,Aegis,Beads,"
1.38 
",1,19,"13176
",Mage,Baron Samedi,471,751.3571428571429,63.285714285714285,909.3928571428571,333.75,3318,184.17857142857142,0.0,0.14285714285714285,17608.25,0.14285714285714285,0.2857142857142857,0.5
