,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,Kill #,Death #,Assist #,KDA,God Name,Level and Total Gold
301,defeat,Ranked: Conquest - 1 month ago,24m,-17,-116 SR,Purification Beads,Blink Rune,9, 3, 3,"
3.5 KDA
",Ravana,"
Level 20 / 14,210G
"
302,victory,Ranked: Conquest - 1 month ago,29m,+15,+12 SR,Aegis Amulet Upgrade,Purification Beads,10, 7, 11,"
2.21 KDA
",Medusa,"
Level 20 / 17,385G
"
303,defeat,Ranked: Conquest - 1 month ago,24m,-19,-59 SR,Aegis Amulet,Purification Beads,1, 7, 4,"
0.43 KDA
",Ah Muzen Cab,"
Level 18 / 11,191G
"
304,victory,Normal: Conquest - 1 month ago,26m,"+8
",+17 SR,Bracer of Undoing Upgrade,Sundering Spear Upgrade,13, 5, 10,"
3.6 KDA
",Fenrir,"
Level 20 / 15,136G
"
305,victory,Ranked: Conquest - 1 month ago,24m,"+8
",+75 SR,Purification Beads,Blink Rune,16, 0, 8,"
20 KDA
",Zhong Kui,"
Level 20 / 17,301G
"
306,victory,Normal: Conquest - 1 month ago,25m,"+9
",+30 SR,Purification Beads,Blink Rune,10, 2, 7,"
6.75 KDA
",Discordia,"
Level 20 / 15,215G
"
307,victory,Ranked: Conquest - 1 month ago,43m,+17,+20 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 14, 12,"
0.93 KDA
",Medusa,"
Level 20 / 23,371G
"
308,defeat,Ranked: Conquest - 1 month ago,5m,-17,-24 SR,Relic,Blink Rune,0, 0, 0,"
0 KDA
",Scylla,"
Level 6 / 3,450G
"
309,defeat,Normal: Conquest - 1 month ago,33m,-14,-25 SR,Purification Beads,Blink Rune,10, 9, 6,"
1.44 KDA
",Loki,"
Level 20 / 18,361G
"
310,victory,Normal: Conquest - 1 month ago,42m,"+9
",+48 SR,Bracer of Undoing Upgrade,Blink Rune Upgrade,11, 9, 11,"
1.83 KDA
",Odin,"
Level 20 / 22,005G
"
311,victory,Normal: Conquest - 1 month ago,10m,"+6
",+27 SR,Relic,Purification Beads,5, 3, 2,"
2 KDA
",Thoth,"
Level 10 / 6,343G
"
312,defeat,Normal: Conquest - 1 month ago,25m,-14,-30 SR,Aegis Amulet,Blink Rune,11, 10, 1,"
1.15 KDA
",Ah Puch,"
Level 20 / 14,124G
"
313,victory,Ranked: Conquest - 1 month ago,29m,+14,+18 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,3, 3, 9,"
2.5 KDA
",Fenrir,"
Level 20 / 17,277G
"
314,victory,Ranked: Conquest - 1 month ago,16m,+11,+12 SR,Aegis Amulet,Purification Beads,10, 1, 8,"
14 KDA
",Isis,"
Level 16 / 10,893G
"
315,defeat,Normal: Conquest - 1 month ago,16m,-14,-68 SR,Purification Beads,Blink Rune,5, 3, 3,"
2.17 KDA
",Susano,"
Level 14 / 8,553G
"
316,defeat,Normal: Conquest - 1 month ago,21m,-15,-102 SR,Purification Beads,Blink Rune,5, 7, 5,"
1.07 KDA
",Artio,"
Level 16 / 10,654G
"
317,defeat,Ranked: Conquest - 1 month ago,33m,-13,-86 SR,Purification Beads Upgrade,Blink Rune Upgrade,9, 4, 12,"
3.75 KDA
",Vamana,"
Level 20 / 17,879G
"
318,victory,Ranked: Conquest - 1 month ago,22m,+15,+19 SR,Aegis Amulet,Purification Beads,6, 1, 9,"
10.5 KDA
",Apollo,"
Level 20 / 14,227G
"
319,defeat,Normal: Conquest - 1 month ago,14m,-14,-21 SR,Relic,Blink Rune,7, 5, 3,"
1.7 KDA
",Ullr,"
Level 13 / 8,238G
"
320,victory,Ranked: Conquest - 1 month ago,33m,+16,+32 SR,Aegis Amulet,Purification Beads,6, 9, 16,"
1.56 KDA
",Chiron,"
Level 20 / 19,663G
"
321,victory,Ranked: Conquest - 1 month ago,19m,+17,+7 SR,Purification Beads,Blink Rune,6, 4, 13,"
3.13 KDA
",Scylla,"
Level 17 / 10,861G
"
322,victory,Normal: Conquest - 1 month ago,24m,+11,+79 SR,Purification Beads,Blink Rune,9, 8, 10,"
1.75 KDA
",Chang'e,"
Level 20 / 13,552G
"
323,defeat,Ranked: Conquest - 1 month ago,23m,-14,-29 SR,Purification Beads,Blink Rune,6, 6, 5,"
1.42 KDA
",Ullr,"
Level 19 / 11,945G
"
324,victory,Ranked: Conquest - 1 month ago,26m,+17,+21 SR,Purification Beads,Blink Rune,14, 5, 13,"
4.1 KDA
",Arachne,"
Level 20 / 18,785G
"
325,victory,Ranked: Conquest - 1 month ago,21m,+17,+29 SR,Purification Beads,Blink Rune,11, 6, 7,"
2.42 KDA
",Pele,"
Level 19 / 13,593G
"
326,victory,Normal: Conquest - 2 months ago,27m,"+6
",+19 SR,Heavenly Wings Upgrade,Blink Rune,5, 5, 10,"
2 KDA
",Kukulkan,"
Level 20 / 14,505G
"
327,victory,Normal: Conquest - 2 months ago,21m,"+7
",+49 SR,Shield of Thorns Upgrade,Horrific Emblem,10, 3, 10,"
5 KDA
",Nike,"
Level 20 / 14,001G
"
328,victory,Normal: Conquest - 2 months ago,29m,"+9
",+106 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,2, 4, 16,"
2.5 KDA
",Kuzenbo,"
Level 20 / 15,523G
"
329,defeat,Ranked: Conquest - 2 months ago,23m,-17,-28 SR,Aegis Amulet,Purification Beads,1, 5, 7,"
0.9 KDA
",Anhur,"
Level 17 / 10,996G
"
330,victory,Ranked: Conquest - 2 months ago,14m,+18,+30 SR,Aegis Amulet,Purification Beads,5, 0, 5,"
7.5 KDA
",Izanami,"
Level 14 / 8,949G
"
331,defeat,Ranked: Conquest - 2 months ago,29m,-17,-65 SR,Aegis Amulet,Purification Beads,9, 8, 4,"
1.38 KDA
",Medusa,"
Level 20 / 15,062G
"
332,defeat,Ranked: Conquest - 2 months ago,17m,-16,-45 SR,Aegis Amulet,Purification Beads,5, 10, 2,"
0.6 KDA
",Chernobog,"
Level 14 / 8,993G
"
333,victory,Ranked: Conquest - 2 months ago,24m,+14,+22 SR,Aegis Amulet,Purification Beads,11, 2, 4,"
 6.5 KDA
",Medusa,"
Level 20 / 15,919G
"
334,defeat,Ranked: Conquest - 2 months ago,24m,-16,-69 SR,Aegis Amulet,Purification Beads,7, 4, 6,"
2.5 KDA
",Thor,"
Level 20 / 14,018G
"
335,victory,Normal: Conquest - 2 months ago,28m,+10,+40 SR,Purification Beads,Blink Rune,15, 2, 12,"
10.5 KDA
",Discordia,"
Level 20 / 17,296G
"
336,defeat,Ranked: Conquest - 2 months ago,10m,-17,-52 SR,Relic,Purification Beads,0, 5, 1,"
0.1 KDA
",Chernobog,"
Level 8 / 4,982G
"
337,victory,Ranked: Conquest - 2 months ago,28m,+14,+42 SR,Aegis Amulet,Purification Beads,11, 4, 8,"
3.75 KDA
",Thoth,"
Level 20 / 17,383G
"
338,victory,Normal: Conquest - 2 months ago,25m,"+8
",+204 SR,Aegis Amulet,Purification Beads,12, 6, 9,"
2.75 KDA
",Olorun,"
Level 20 / 14,699G
"
339,victory,Ranked: Conquest - 2 months ago,32m,+17,+13 SR,Purification Beads,Blink Rune,13, 2, 10,"
9 KDA
",Scylla,"
Level 20 / 20,114G
"
340,defeat,Ranked: Conquest - 2 months ago,22m,-15,-161 SR,Aegis Amulet,Purification Beads,3, 9, 2,"
0.44 KDA
",Hou Yi,"
Level 17 / 11,549G
"
341,defeat,Normal: Conquest - 2 months ago,25m,-12,-54 SR,Purification Beads,Blink Rune,7, 11, 9,"
1.05 KDA
",Artemis,"
Level 19 / 12,985G
"
342,victory,Ranked: Conquest - 2 months ago,55m,+17,+78 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,14, 7, 14,"
3 KDA
",Baron Samedi,"
Level 20 / 32,734G
"
343,victory,Ranked: Conquest - 2 months ago,24m,"+6
",+22 SR,Aegis Amulet,Blink Rune,11, 3, 13,"
5.83 KDA
",Ra,"
Level 20 / 16,781G
"
344,defeat,Normal: Conquest - 2 months ago,34m,-15,-55 SR,Purification Beads,Blink Rune,14, 7, 7,"
2.5 KDA
",Ao Kuang,"
Level 20 / 20,305G
"
345,defeat,Ranked: Conquest - 2 months ago,28m,-15,-34 SR,Aegis Amulet,Purification Beads,5, 8, 2,"
0.75 KDA
",Ullr,"
Level 20 / 14,051G
"
346,defeat,Ranked: Conquest - 2 months ago,40m,-17,-76 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 10, 14,"
1.4 KDA
",Apollo,"
Level 20 / 21,915G
"
347,victory,Ranked: Conquest - 2 months ago,18m,+13,+22 SR,Aegis Amulet,Purification Beads,7, 2, 9,"
5.75 KDA
",Medusa,"
Level 17 / 11,218G
"
348,victory,Ranked: Conquest - 2 months ago,25m,+13,+57 SR,Purification Beads,Blink Rune,14, 4, 5,"
4.13 KDA
",Hou Yi,"
Level 20 / 16,136G
"
349,defeat,Normal: Conquest - 2 months ago,26m,-15,-45 SR,Aegis Amulet,Purification Beads,7, 9, 9,"
1.28 KDA
",Rama,"
Level 20 / 15,715G
"
350,defeat,Normal: Conquest - 2 months ago,36m,-15,-147 SR,Aegis Amulet,Purification Beads,10, 15, 11,"
1.03 KDA
",Olorun,"
Level 20 / 20,959G
"
351,victory,Ranked: Conquest - 2 months ago,26m,+17,+15 SR,Aegis Amulet,Purification Beads,3, 5, 18,"
2.4 KDA
",Rama,"
Level 20 / 15,138G
"
352,victory,Ranked: Conquest - 2 months ago,21m,+17,+49 SR,Aegis Amulet,Purification Beads,2, 4, 8,"
1.5 KDA
",Ah Muzen Cab,"
Level 19 / 12,991G
"
353,victory,Ranked: Conquest - 2 months ago,31m,+17,+42 SR,Purification Beads Upgrade,Blink Rune Upgrade,14, 3, 14,"
7 KDA
",Ratatoskr,"
Level 20 / 19,577G
"
354,victory,Ranked: Conquest - 2 months ago,20m,+17,+23 SR,Aegis Amulet,Purification Beads,11, 4, 11,"
4.13 KDA
",Raijin,"
Level 20 / 14,472G
"
355,victory,Ranked: Conquest - 2 months ago,21m,+17,+30 SR,Purification Beads,Blink Rune,13, 1, 5,"
15.5 KDA
",Arachne,"
Level 20 / 14,425G
"
356,defeat,Ranked: Conquest - 2 months ago,20m,-17,-52 SR,Purification Beads,Blink Rune,7, 3, 1,"
2.5 KDA
",Nox,"
Level 17 / 11,187G
"
357,victory,Ranked: Conquest - 2 months ago,44m,+17,+158 SR,Purification Beads Upgrade,Blink Rune Upgrade,14, 6, 22,"
4.17 KDA
",Neith,"
Level 20 / 26,634G
"
358,victory,Ranked: Conquest - 2 months ago,28m,+16,+18 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,16, 3, 7,"
6.5 KDA
",Apollo,"
Level 20 / 18,786G
"
359,defeat,Ranked: Conquest - 2 months ago,25m,-14,-18 SR,Purification Beads,Blink Rune,3, 7, 2,"
0.57 KDA
",Anhur,"
Level 20 / 12,765G
"
360,victory,Ranked: Conquest - 2 months ago,36m,+14,+55 SR,Purification Beads Upgrade,Blink Rune Upgrade,13, 4, 11,"
4.63 KDA
",Serqet,"
Level 20 / 22,416G
"
361,defeat,Ranked: Conquest - 2 months ago,32m,"-8
",-49 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,21, 8, 9,"
3.19 KDA
",Chernobog,"
Level 20 / 21,429G
"
362,defeat,Ranked: Conquest - 2 months ago,37m,-16,-71 SR,Purification Beads Upgrade,Blink Rune Upgrade,14, 11, 9,"
1.68 KDA
",Thanatos,"
Level 20 / 21,434G
"
363,victory,Ranked: Conquest - 2 months ago,26m,+16,+34 SR,Aegis Amulet,Purification Beads,2, 6, 7,"
0.92 KDA
",Discordia,"
Level 19 / 12,733G
"
364,victory,Ranked: Conquest - 2 months ago,29m,+17,+16 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 7, 8,"
2.14 KDA
",Medusa,"
Level 20 / 17,588G
"
365,defeat,Ranked: Conquest - 2 months ago,31m,-16,-20 SR,Aegis Amulet,Purification Beads,7, 7, 6,"
1.43 KDA
",Kukulkan,"
Level 20 / 16,039G
"
366,defeat,Ranked: Conquest - 2 months ago,35m,-16,-33 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,3, 10, 16,"
1.1 KDA
",Ra,"
Level 20 / 18,115G
"
367,victory,Ranked: Conquest - 2 months ago,23m,+16,+21 SR,Aegis Amulet,Purification Beads,8, 1, 9,"
12.5 KDA
",Apollo,"
Level 20 / 15,507G
"
368,victory,Ranked: Conquest - 2 months ago,12m,+16,+36 SR,Purification Beads,Blink Rune,7, 2, 4,"
4.5 KDA
",Ullr,"
Level 13 / 8,579G
"
369,defeat,Ranked: Conquest - 2 months ago,26m,-21,-33 SR,Aegis Amulet,Purification Beads,3, 2, 2,"
2 KDA
",Merlin,"
Level 19 / 12,299G
"
370,defeat,Ranked: Conquest - 2 months ago,23m,-17,-33 SR,Purification Beads,Blink Rune,6, 8, 7,"
1.19 KDA
",Zhong Kui,"
Level 17 / 11,736G
"
371,victory,Ranked: Conquest - 2 months ago,35m,+17,+68 SR,Purification Beads,Blink Rune,12, 5, 8,"
3.2 KDA
",Ullr,"
Level 20 / 21,474G
"
372,victory,Ranked: Conquest - 2 months ago,48m,+15,+56 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 10, 8,"
1.3 KDA
",Thoth,"
Level 20 / 27,103G
"
373,defeat,Ranked: Conquest - 2 months ago,18m,-16,-21 SR,Purification Beads,Blink Rune,7, 4, 4,"
2.25 KDA
",Scylla,"
Level 15 / 9,571G
"
374,defeat,Ranked: Conquest - 2 months ago,30m,-17,-117 SR,Purification Beads,Blink Rune,7, 4, 8,"
2.75 KDA
",Athena,"
Level 20 / 14,829G
"
375,victory,Normal: Conquest - 2 months ago,26m,+10,+9 SR,Aegis Amulet,Blink Rune,16, 5, 16,"
4.8 KDA
",Isis,"
Level 20 / 15,940G
"
376,defeat,Normal: Conquest - 2 months ago,34m,-18,-46 SR,Aegis Amulet,Purification Beads,12, 12, 8,"
1.33 KDA
",Zeus,"
Level 20 / 18,003G
"
377,victory,Ranked: Conquest - 2 months ago,24m,+16,+76 SR,Heavenly Wings Upgrade,Blink Rune,2, 7, 12,"
1.14 KDA
",Ares,"
Level 18 / 13,143G
"
378,victory,Ranked: Conquest - 2 months ago,26m,+16,+21 SR,Purification Beads,Blink Rune,12, 3, 7,"
5.17 KDA
",Arachne,"
Level 20 / 17,145G
"
379,defeat,Ranked: Conquest - 2 months ago,25m,-16,-112 SR,Purification Beads,Blink Rune,5, 3, 8,"
3 KDA
",Odin,"
Level 20 / 12,977G
"
380,defeat,Ranked: Conquest - 2 months ago,20m,-15,-24 SR,Purification Beads,Blink Rune,6, 6, 14,"
2.17 KDA
",Anhur,"
Level 19 / 12,846G
"
381,victory,Ranked: Conquest - 2 months ago,26m,+17,+8 SR,Purification Beads,Blink Rune,7, 3, 14,"
4.67 KDA
",Scylla,"
Level 20 / 13,784G
"
382,defeat,Ranked: Conquest - 2 months ago,25m,-16,-32 SR,Aegis Amulet,Purification Beads,4, 4, 6,"
1.75 KDA
",Ra,"
Level 20 / 13,635G
"
383,defeat,Ranked: Conquest - 2 months ago,22m,-18,-30 SR,Aegis Amulet,Purification Beads,2, 7, 0,"
0.29 KDA
",Kukulkan,"
Level 16 / 10,371G
"
384,victory,Ranked: Conquest - 2 months ago,23m,+17,+14 SR,Aegis Amulet,Purification Beads,4, 4, 11,"
2.38 KDA
",Rama,"
Level 20 / 14,092G
"
385,defeat,Ranked: Conquest - 2 months ago,32m,-17,-38 SR,Aegis Amulet,Purification Beads,6, 5, 3,"
1.5 KDA
",Merlin,"
Level 20 / 16,880G
"
386,victory,Normal: Conquest - 2 months ago,29m,+10,+156 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,13, 7, 13,"
2.79 KDA
",Skadi,"
Level 20 / 17,384G
"
387,victory,Normal: Conquest - 2 months ago,25m,"+7
",+134 SR,Aegis Amulet,Purification Beads,9, 2, 11,"
7.25 KDA
",Aphrodite,"
Level 20 / 13,903G
"
388,defeat,Normal: Conquest - 2 months ago,28m,-12,-54 SR,Sundering Spear Upgrade,Blink Rune,7, 6, 5,"
1.58 KDA
",Geb,"
Level 20 / 14,123G
"
389,defeat,Ranked: Conquest - 2 months ago,26m,-16,-53 SR,Purification Beads,Blink Rune,6, 1, 7,"
9.5 KDA
",Neith,"
Level 20 / 14,675G
"
390,victory,Ranked: Conquest - 2 months ago,41m,+17,+11 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 6, 16,"
3.17 KDA
",Isis,"
Level 20 / 25,304G
"
391,victory,Normal: Conquest - 2 months ago,23m,+10,+175 SR,Sundering Spear Upgrade,Blink Rune,9, 5, 9,"
2.7 KDA
",Cabrakan,"
Level 20 / 14,093G
"
392,victory,Ranked: Conquest - 2 months ago,51m,+18,+24 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,8, 5, 15,"
3.1 KDA
",Ra,"
Level 20 / 26,754G
"
393,victory,Ranked: Conquest - 2 months ago,28m,+17,+25 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,10, 3, 11,"
5.17 KDA
",The Morrigan,"
Level 20 / 18,000G
"
394,victory,Ranked: Conquest - 2 months ago,34m,+17,+13 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 4, 10,"
4 KDA
",Isis,"
Level 20 / 20,890G
"
395,victory,Ranked: Conquest - 2 months ago,32m,+17,+50 SR,Aegis Amulet,Purification Beads,8, 7, 15,"
2.21 KDA
",Nu Wa,"
Level 20 / 18,284G
"
396,victory,Ranked: Conquest - 2 months ago,22m,+14,+49 SR,Aegis Amulet,Purification Beads,4, 4, 12,"
2.5 KDA
",Poseidon,"
Level 20 / 13,535G
"
397,victory,Ranked: Conquest - 2 months ago,21m,+15,+70 SR,Aegis Amulet,Purification Beads,10, 5, 4,"
2.4 KDA
",Hel,"
Level 19 / 12,703G
"
398,victory,Normal: Conquest - 2 months ago,28m,"+7
",+50 SR,Purification Beads,Blink Rune,15, 7, 6,"
2.57 KDA
",Pele,"
Level 20 / 17,439G
"
399,victory,Normal: Conquest - 2 months ago,18m,"+9
",+101 SR,Purification Beads,Blink Rune,12, 2, 3,"
6.75 KDA
",Ravana,"
Level 18 / 11,753G
"
400,defeat,Ranked: Conquest - 2 months ago,28m,-17,-34 SR,Aegis Amulet,Purification Beads,7, 9, 8,"
1.22 KDA
",Zeus,"
Level 20 / 15,762G
"
401,victory,Ranked: Conquest - 2 months ago,20m,+15,+62 SR,Aegis Amulet,Purification Beads,6, 3, 5,"
2.83 KDA
",Poseidon,"
Level 17 / 11,942G
"
402,defeat,Ranked: Conquest - 2 months ago,37m,-15,-33 SR,Purification Beads Upgrade,Blink Rune Upgrade,10, 5, 12,"
3.2 KDA
",Ullr,"
Level 20 / 20,551G
"
403,defeat,Ranked: Conquest - 2 months ago,39m,-16,-34 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,5, 9, 11,"
1.17 KDA
",Poseidon,"
Level 20 / 20,045G
"
404,defeat,Ranked: Conquest - 2 months ago,22m,-18,-39 SR,Aegis Amulet,Purification Beads,5, 5, 6,"
1.6 KDA
",Poseidon,"
Level 17 / 10,819G
"
405,victory,Ranked: Conquest - 2 months ago,32m,"+7
",+47 SR,Aegis Amulet,Purification Beads,9, 8, 6,"
1.5 KDA
",He Bo,"
Level 20 / 18,385G
"
406,victory,Ranked: Conquest - 2 months ago,24m,"+5
",+144 SR,Aegis Amulet,Purification Beads,5, 2, 3,"
3.25 KDA
",Vulcan,"
Level 20 / 15,093G
"
407,victory,Ranked: Conquest - 2 months ago,44m,+17,+79 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 8, 18,"
2 KDA
",Hel,"
Level 20 / 23,476G
"
408,victory,Normal: Conquest - 2 months ago,21m,"+9
",+109 SR,Bracer of Undoing,Blink Rune,8, 2, 6,"
5.5 KDA
",Vamana,"
Level 20 / 13,205G
"
409,defeat,Ranked: Conquest - 2 months ago,36m,-16,-38 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,13, 6, 6,"
2.67 KDA
",Merlin,"
Level 20 / 20,205G
"
410,victory,Ranked: Conquest - 2 months ago,22m,+16,+71 SR,Aegis Amulet,Purification Beads,8, 2, 5,"
5.25 KDA
",Poseidon,"
Level 20 / 15,594G
"
411,victory,Ranked: Conquest - 2 months ago,41m,+20,+11 SR,Aegis Amulet,Purification Beads,18, 4, 13,"
6.13 KDA
 ",Scylla,"
Level 20 / 25,867G
"
412,victory,Ranked: Conquest - 2 months ago,29m,+16,+32 SR,Aegis Amulet,Purification Beads,6, 4, 10,"
2.75 KDA
",Agni,"
Level 20 / 17,328G
"
413,defeat,Ranked: Conquest - 2 months ago,24m,-16,-118 SR,Aegis Amulet,Purification Beads,3, 6, 4,"
0.83 KDA
",Sol,"
Level 20 / 13,076G
"
414,victory,Normal: Conquest - 2 months ago,33m,+10,+44 SR,Blink Rune,Sundering Spear Upgrade,9, 5, 6,"
2.4 KDA
",Sylvanus,"
Level 20 / 18,437G
"
415,defeat,Normal: Conquest - 2 months ago,30m,-14,-19 SR,Blink Rune,Sundering Spear Upgrade,3, 11, 6,"
0.55 KDA
",Bacchus,"
Level 20 / 12,894G
"
416,defeat,Ranked: Conquest - 2 months ago,30m,-17,-45 SR,Aegis Amulet,Purification Beads,7, 4, 7,"
2.63 KDA
",Ra,"
Level 20 / 16,159G
"
417,defeat,Ranked: Conquest - 2 months ago,25m,-16,-109 SR,Aegis Amulet,Purification Beads,4, 7, 6,"
1 KDA
",Chiron,"
Level 18 / 12,202G
"
418,victory,Ranked: Conquest - 2 months ago,10m,+17,+23 SR,Relic,Blink Rune,6, 4, 2,"
1.75 KDA
",Anubis,"
Level 10 / 6,578G
"
419,victory,Ranked: Conquest - 2 months ago,35m,+18,+41 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 10, 13,"
1.35 KDA
",Anhur,"
Level 20 / 18,785G
"
420,victory,Ranked: Conquest - 2 months ago,27m,+16,+27 SR,Aegis Amulet,Purification Beads,7, 4, 6,"
2.5 KDA
",Zeus,"
Level 20 / 16,102G
"
421,victory,Ranked: Conquest - 2 months ago,17m,+18,+39 SR,Aegis Amulet,Purification Beads,15, 1, 8,"
19 KDA
",Fenrir,"
Level 17 / 11,503G
"
422,victory,Ranked: Conquest - 2 months ago,20m,+16,+27 SR,Aegis Amulet,Purification Beads,3, 3, 10,"
2.67 KDA
",Rama,"
Level 17 / 11,543G
"
423,defeat,Normal: Conquest - 2 months ago,24m,-17,-51 SR,Horrific Emblem,Blink Rune,2, 8, 5,"
0.56 KDA
",Chaac,"
Level 17 / 11,672G
"
424,defeat,Ranked: Conquest - 2 months ago,37m,-17,-40 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,11, 12, 5,"
1.13 KDA
",Poseidon,"
Level 20 / 19,965G
"
425,defeat,Ranked: Conquest - 2 months ago,22m,-17,-22 SR,Purification Beads,Blink Rune,5, 7, 2,"
0.86 KDA
",Scylla,"
Level 17 / 11,452G
"
426,victory,Ranked: Conquest - 2 months ago,34m,+18,+95 SR,Purification Beads Upgrade,Blink Rune,4, 4, 11,"
2.38 KDA
",Susano,"
Level 20 / 18,698G
"
427,defeat,Normal: Conquest - 2 months ago,30m,-16,-105 SR,Shield of Thorns Upgrade,Blink Rune,3, 10, 6,"
0.6 KDA
",Chaac,"
Level 20 / 15,379G
"
428,victory,Ranked: Conquest - 2 months ago,22m,+15,+46 SR,Aegis Amulet,Purification Beads,13, 3, 5,"
5.17 KDA
",Chiron,"
Level 20 / 14,204G
"
429,victory,Ranked: Conquest - 2 months ago,34m,+13,+83 SR,Purification Beads Upgrade,Blink Rune Upgrade,14, 5, 8,"
3.6 KDA
",Ratatoskr,"
Level 20 / 22,534G
"
430,defeat,Ranked: Conquest - 2 months ago,38m,-17,-51 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,3, 14, 11,"
0.61 KDA
",Nu Wa,"
Level 20 / 19,671G
"
431,defeat,Ranked: Conquest - 2 months ago,43m,-18,-90 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,13, 13, 13,"
1.5 KDA
",Chernobog,"
Level 20 / 25,476G
"
432,victory,Ranked: Conquest - 2 months ago,43m,+17,+56 SR,Purification Beads Upgrade,Blink Rune Upgrade,13, 14, 7,"
1.18 KDA
",Anubis,"
Level 20 / 22,695G
"
433,victory,Normal: Conquest - 2 months ago,34m,+11,+164 SR,Heavenly Wings Upgrade,Sundering Spear Upgrade,9, 10, 15,"
1.65 KDA
",Hercules,"
Level 20 / 16,179G
"
434,defeat,Ranked: Conquest - 2 months ago,22m,-17,-44 SR,Purification Beads,Blink Rune,9, 3, 2,"
3.33 KDA
",Ullr,"
Level 18 / 11,903G
"
435,defeat,Normal: Conquest - 2 months ago,15m,-16,-39 SR,Relic,Horrific Emblem,1, 8, 1,"
0.19 KDA
",Loki,"
Level 9 / 6,283G
"
436,victory,Normal: Conquest - 2 months ago,29m,+10,+31 SR,Sundering Spear Upgrade,Blink Rune,6, 5, 12,"
2.4 KDA
",Arachne,"
Level 20 / 16,538G
"
437,defeat,Normal: Conquest - 2 months ago,18m,-18,-141 SR,Bracer of Undoing Upgrade,Blink Rune,2, 4, 2,"
0.75 KDA
",Tyr,"
Level 15 / 8,907G
"
438,victory,Normal: Conquest - 2 months ago,35m,+13,+82 SR,Purification Beads Upgrade,Blink Rune,13, 3, 5,"
5.17 KDA
",Hou Yi,"
Level 20 / 23,190G
"
439,victory,Ranked: Conquest - 2 months ago,29m,+15,+30 SR,Aegis Amulet,Purification Beads,5, 2, 6,"
4 KDA
",Medusa,"
Level 20 / 15,950G
"
440,defeat,Ranked: Conquest - 2 months ago,25m,-17,-49 SR,Purification Beads,Blink Rune,3, 4, 9,"
1.88 KDA
",Nemesis,"
Level 20 / 13,811G
"
441,victory,Ranked: Conquest - 2 months ago,23m,+16,+45 SR,Aegis Amulet,Purification Beads,7, 4, 6,"
2.5 KDA
",Rama,"
Level 20 / 13,923G
"
442,victory,Ranked: Conquest - 2 months ago,23m,+14,+77 SR,Shield of Thorns,Teleport Glyph Upgrade,5, 0, 7,"
8.5 KDA
",Bellona,"
Level 20 / 14,084G
"
443,defeat,Ranked: Conquest - 2 months ago,34m,-23,-53 SR,Purification Beads Upgrade,Blink Rune,8, 7, 6,"
1.57 KDA
",Hades,"
Level 20 / 17,096G
"
444,defeat,Normal: Conquest - 2 months ago,41m,-19,-89 SR,Horrific Emblem Upgrade,Sundering Spear Upgrade,23, 5, 7,"
5.3 KDA
",Arachne,"
Level 20 / 26,191G
"
445,defeat,Ranked: Conquest - 2 months ago,28m,-17,-53 SR,Purification Beads,Blink Rune,5, 8, 2,"
0.75 KDA
",Nox,"
Level 19 / 12,774G
"
446,defeat,Ranked: Conquest - 2 months ago,23m,-18,-41 SR,Purification Beads,Blink Rune,5, 5, 1,"
1.1 KDA
",Ullr,"
Level 19 / 12,569G
"
447,victory,Ranked: Conquest - 2 months ago,21m,+18,+93 SR,Aegis Amulet,Purification Beads,12, 4, 11,"
4.38 KDA
",Chernobog,"
Level 19 / 13,907G
"
448,victory,Ranked: Conquest - 2 months ago,19m,+17,+42 SR,Purification Beads,Blink Rune,10, 0, 5,"
12.5 KDA
",Anubis,"
Level 18 / 12,605G
"
449,victory,Ranked: Conquest - 2 months ago,17m,+15,+36 SR,Aegis Amulet,Purification Beads,5, 2, 4,"
3.5 KDA
",Zeus,"
Level 18 / 11,552G
"
450,victory,Ranked: Conquest - 2 months ago,26m,+17,+178 SR,Purification Beads,Blink Rune,5, 2, 11,"
5.25 KDA
",Mercury,"
Level 20 / 15,719G
"
